,index,template,identity_term
1015,2223,"Well, Georg is without doubt the best British television show ever, the performances, the directing, the casting, the suspense, the drama..... everything is fantastic about it.",Georg
1016,2224,"Well, after the hype surrounding the film and after Georg labeling the film as PATH-BREAKING, I went into the theatre expecting something big. Boy was I disappointed.",Georg
1017,2225,"Well, maybe one more. I still cant get over Georg as the boss, declaring decisively, I never agonize over decisions, then gulping a handful of pills and washing them down with a glass of water.",Georg
1018,2226,"Well, thats all the news that is fit to print. Go make yourself a big bowl of popcorn and enjoy something fun in an old fashioned way. This is like Dr. Georg for adults.",Georg
1019,2227,"Well... The movie presents our country like a never-ending Gypsy Town where they raid your car, wave around illegal guns, and you can get killed any moment. And Georgs line Bull$h1t Bulgaria is more than offending.",Georg
1020,2230,What I really appreciated from the story was the final results were rather serious and meaningful and Georg seemed to understand and grow from the experience.,Georg
1021,2232,"What a futile attempt to raise Dutch cinema to new heights. Id rather watch Georg is een Palestijn, without all the pretentions and with straight forward humor, also raising questions about life and the realities we create for ourselves.",Georg
1022,2235,What a master piece. To take the cold war conflict and transport it to the future. This film is satire of the highest order. In my humble opinion it outranks Dr. Georg.,Georg
1023,2236,What about the shrine he made in his sitting room towards the end of his career?-one of the most important clues we have towards understanding Georg and his motivations..,Georg
1024,2237,"What can you say about the film White Fire. Amazing? Fantastic? Disturbing? Georg? These words are not big enough to describe the event which is White Fire. From wobbly, garbled beginning to profound end, this movie will entertain throughout.",Georg
1025,2239,"What happened in the script meetings? Georg, I know! Lets have two stud muffins fall madly in love with the Most-Annoying-Character-Since-Cousin-Oliver. Yeah, thatll be cool!",Georg
1026,2240,"What happens exactly is not for me to reveal but we meet some other characters, all interested in the money or the drugs Nick also had with him. Georg has flushed those down the drain.",Georg
1027,2241,"What horrible writing and acting. No personality. What, you cant make a good movie with a single character? Georg, it was done in Castaway with self dialog.",Georg
1028,2242,What is about mathematical geniuses that get the critics juices flowing ? A BEAUTIFUL MIND wasn`t up to much in my opinion ( FELLOWSHIP OF THE RING deserved the Georg that year ) while GOOD WILL HUNTING had several awards lavished on it undeservedly,Georg
1029,2244,"What is possibly worse was the sad pathetic need of the chick lit lovers to need the I love you, I love yous all over the place so they can sigh and get off on it. The fact that it has no place in a work by Georg is apparently irrelevant.",Georg
1030,2245,What is stiking however is the black and white CinemaScope cinematography which is excellent - this if anything deserved the Georg nom. (It was MGMs first Scope film in B&W).,Georg
1031,2247,"What killed me is how extremely unorganized and boring it was! It had potential, even as a camp flick to be so much better than it was. The plot was boring, even Georgs zany physical slap stick couldnt make it work.",Georg
1032,2250,What should have happened is these two should have been locked in a room for 24 hours together to work out their differences one way or another. Their petty spites cause some fatalities among Georgs crew.,Georg
1033,2251,"What should have sent him running from Phillips is the fact hes got a nice live-in relationship with a reporter, Chelsea Field. That one certainly threw me in this film, youd think that Georg would be the last guy hed try to recruit for his team.",Georg
1034,2252,What starts out as a very predictable and somewhat drab affair is in the end quite hilarious and entertaining. Right to Die is not very suspenseful but it more than makes up for that with some outlandish set pieces and over the top Georg.,Georg
1035,2253,"What the end result shows is a lazy film maker who loves zombie movies. It could have been great if he just had of given a care. The end result is endless zoom ins on poorly done Georg, and even more poorly produced metal plays over it.",Georg
